asin,product_title,average_rating,total_reviews,review_author,author_badge,badge,reviewed_product_attribute,reviewed_variant_asin,variant_review_url,review_rating,review_date,reviewed_country,review_text,review_comment_count,review_header,review_images,no_of_people_reacted_helpful,author_profile_url,url,brand,review_url,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,spidersmouse,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,2,29-Dec-23,United States,"bought it as a replacement, turns out the wrist band is child sized. Beware.",,Small wrist band,,,https://www.amazon.com/gp/profile/amzn1.account.AE5XU2S54SQJ2JPOHO3BGZTH7FTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=1&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R4C7FKGIF93BH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,Maxwell McAllister,,Verified Purchase,Color: White,B01N7XKNSX,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B01N7XKNSX/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,2,13-Dec-23,United States,CASIO WAS ONCE A TOP OF THE LINE WATCH. DEPENDABLE LIKE A TIMEX ADDING A NEW TWIST OF CLASS AND STYLE. WOW !! WAS I DISSAPOINTED. CHEAPLY MADE AND LOOKED LIKE IT WAS MADE FOR A CHILD.,,Gone down hill,,,https://www.amazon.com/gp/profile/amzn1.account.AHSGDBA2R7GYTB5NVD2QF7OQHT2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=1&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R1WR8G8ZDFACVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,keithrichards,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,4-Dec-23,United States,Everything works the way it should but it is tiny,,Well,,,https://www.amazon.com/gp/profile/amzn1.account.AHDSUVIBU7LZJCIDEAEZ2UQTXDMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=2&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R2K94BBR8AL5IF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,MusicAndFilm,,Verified Purchase,Color: Clear Pink,B086RQHJQM,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B086RQHJQM/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,17-May-23,United States,Small. For Kids wrist not adults ..,,For kids to small ..,,,https://www.amazon.com/gp/profile/amzn1.account.AEZHD7LHIPEB2CZOJZZWU7QP6B7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=5&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R134DARRWMUAV0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,Dalton Francis,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,28-Oct-23,United States,Did not read the spes. Carefully just satisfied with the price,,Was too small,,,https://www.amazon.com/gp/profile/amzn1.account.AHHQ5LP5SWTOMIZWY5PZX3ESSIXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=2&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R1EFSAZVLR8VRH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,spidersmouse,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,29-Dec-23,United States,"bought it as a replacement, turns out the wrist band is child sized. Beware.",,Small wrist band,,,https://www.amazon.com/gp/profile/amzn1.account.AE5XU2S54SQJ2JPOHO3BGZTH7FTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=2&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R4C7FKGIF93BH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,Carl,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,9-Apr-23,United States,This watch is very small. Not suitable for an adult. To small to fit an adult male's wrist,,A Child's Watch. Will Not Fit Adult Male,,,https://www.amazon.com/gp/profile/amzn1.account.AHXZPRZQMBHCKEFREHUAJCJGMLWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=5&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R3NK9VQN3H5DLO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,DGB,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,13-Jan-23,United States,Returned. Barely fit around my average size mans wrist. I'm pretty sure it is a womans watch. Probably a nice watch though,,#1 best selleer in Mens Watches seems to be a womans watch,,,https://www.amazon.com/gp/profile/amzn1.account.AHNMJOM5JG3575N3YMVJK3C2SRSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=6&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R3VQ0PO7H7Q59K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,Loren,,Verified Purchase,Color: Gold,B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B01MZF6LL2/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,28-Apr-23,United States,"Got it for my 12 year old... he loves it. Worked great until it didn't the screen randomly goes fully off but will come back with a few button presses, but the buttons don't always work. He hasn't gotten it wet (winter, no swimming or anything) and takes it off for showers so not sure what's up. Warranty service attempt requires registered mailing it in... it's a $17 watch, not worth the time and shipping. Guess we'll give another one a shot.",,Stopped fully functioning after 6 months,,1,https://www.amazon.com/gp/profile/amzn1.account.AEA7FFO4H3N3FZYNZF5PLCCJPFSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=2&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R3IBL1XFTGGWXA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MZF6LL2,"Casio Men's 'Vintage' Quartz Metal and Resin Casual Watch, Color:Black (Model: F-91WM-9ACF), Black/Gold",4.6,436,KW,,Verified Purchase,Color: Black,B000GAWSDG,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/product-reviews/B000GAWSDG/ref=cm_cr_getr_d_rvw_fmt?ie=UTF8&formatType=current_format,2,24-Jan-23,United States,Strap is youth sized. I can’t get it to fit on my adult wrist. I guess you could get a replacement if you want.,,Wrist band undersized,,1,https://www.amazon.com/gp/profile/amzn1.account.AHBK6XRXQ2S5RIEQ4SKUUHWWVIDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,https://www.amazon.com/-/product-reviews/B01MZF6LL2?ie=UTF8&pageNumber=6&filterByStar=two_star&sortBy=recent&reviewerType=all_reviews,Casio,https://www.amazon.com/gp/customer-reviews/R205SY17H9ZJ38/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01MZF6LL2,https://www.amazon.com/Casio-Classic-Quartz-Metal-Casual/dp/B01MZF6LL2/ref=sr_1_6?dib=eyJ2IjoiMSJ9.8odDuGFA93eJWKPSQvtIeM9JWYxJ43z9hA_F7bBnzwcak_tLMizEDtMppARhuZyKfW_bGRhosBvTSoYyIBSn4-FgV9MP-N9BWhXc_JmkOikRKlsaLVzH8uANhCkTEb1mKWBXSU7fLiVrZ6Pfi2wCM5Izm5IFjGCt5ihAPstGjwg3DGKdP7WJshpTIwSyZwk6x97qwctkm-0PDoHAxyvREOeypJPVJhCwqZWdaJIeJchCJ3oRWOo7MDUE4TtZaimcreR65pQS_zBwI9tbwoYiIdA5baoqE02q7WH_LelBWQw.j4SRYqMEtk3su4UHRxdu6r3BWRhpaTqb_4Xa2KTXhmQ&dib_tag=se&keywords=casual+watch&qid=1708582021&sr=8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
